 par parNo species year quarter area age predator prey fleet
log_rec 34 1 2016 -1 -1 -1 -1 -1 -1
log_rec 35 1 2017 -1 -1 -1 -1 -1 -1
log_rec 36 1 2018 -1 -1 -1 -1 -1 -1
log_rec_older 37 1 1983 1 -1 1 -1 -1 -1
log_rec_older 38 1 1983 1 -1 2 -1 -1 -1
log_rec_older 39 1 1983 1 -1 3 -1 -1 -1
log_rec_older 40 1 1983 1 -1 4 -1 -1 -1
F_q_ini 41 1 1983 1 -1 1 -1 -1 -1
F_q_ini 42 1 1989 1 -1 1 -1 -1 -1
F_q_ini 43 1 1999 1 -1 1 -1 -1 -1
F_q_ini 44 1 2005 1 -1 1 -1 -1 -1
F_q_ini 45 1 2010 1 -1 1 -1 -1 -1
log_F_a_ini 46 1 1983 -1 -1 0 -1 -1 -1
log_F_a_ini 47 1 1989 -1 -1 0 -1 -1 -1
log_F_a_ini 48 1 1999 -1 -1 0 -1 -1 -1
log_F_a_ini 49 1 2005 -1 -1 0 -1 -1 -1
log_F_a_ini 50 1 2010 -1 -1 0 -1 -1 -1
log_F_a_ini 51 1 1983 -1 -1 1 -1 -1 -1
log_F_a_ini 52 1 1989 -1 -1 1 -1 -1 -1
log_F_a_ini 53 1 1999 -1 -1 1 -1 -1 -1
log_F_a_ini 54 1 2005 -1 -1 1 -1 -1 -1
log_F_a_ini 55 1 2010 -1 -1 1 -1 -1 -1
log_F_a_ini 56 1 1983 -1 -1 2 -1 -1 -1
log_F_a_ini 57 1 1989 -1 -1 2 -1 -1 -1
log_F_a_ini 58 1 1999 -1 -1 2 -1 -1 -1
log_F_a_ini 59 1 2005 -1 -1 2 -1 -1 -1
log_F_a_ini 60 1 2010 -1 -1 2 -1 -1 -1
log_F_a_ini 61 1 1983 -1 -1 3 -1 -1 -1
log_F_a_ini 62 1 1989 -1 -1 3 -1 -1 -1
log_F_a_ini 63 1 1999 -1 -1 3 -1 -1 -1
log_F_a_ini 64 1 2005 -1 -1 3 -1 -1 -1
log_F_a_ini 65 1 2010 -1 -1 3 -1 -1 -1
qq_ini 66 1 -1 -1 -1 1 -1 -1 1
qq_ini 67 1 -1 -1 -1 2 -1 -1 1
qq_ini 68 1 -1 -1 -1 3 -1 -1 1
qq_ini 69 1 -1 -1 -1 0 -1 -1 2
qq_ini 70 1 -1 -1 -1 1 -1 -1 2
qq_s2_ini 71 1 -1 -1 -1 1 -1 -1 1
qq_s2_ini 72 1 -1 -1 -1 2 -1 -1 1
qq_s2_ini 73 1 -1 -1 -1 3 -1 -1 1
qq_s2_ini 74 1 -1 -1 -1 0 -1 -1 2
qq_s2_ini 75 1 -1 -1 -1 1 -1 -1 2
SSB_R_alfa 76 1 -1 -1 -1 -1 -1 -1 -1
SSB_R_s2_ini 77 1 -1 -1 -1 -1 -1 -1 -1
avg_F 78 1 1983 -1 -1 -1 -1 -1 -1
avg_F 79 1 1984 -1 -1 -1 -1 -1 -1
avg_F 80 1 1985 -1 -1 -1 -1 -1 -1
avg_F 81 1 1986 -1 -1 -1 -1 -1 -1
avg_F 82 1 1987 -1 -1 -1 -1 -1 -1
avg_F 83 1 1988 -1 -1 -1 -1 -1 -1
avg_F 84 1 1989 -1 -1 -1 -1 -1 -1
avg_F 85 1 1990 -1 -1 -1 -1 -1 -1
avg_F 86 1 1991 -1 -1 -1 -1 -1 -1
avg_F 87 1 1992 -1 -1 -1 -1 -1 -1
avg_F 88 1 1993 -1 -1 -1 -1 -1 -1
avg_F 89 1 1994 -1 -1 -1 -1 -1 -1
avg_F 90 1 1995 -1 -1 -1 -1 -1 -1
avg_F 91 1 1996 -1 -1 -1 -1 -1 -1
avg_F 92 1 1997 -1 -1 -1 -1 -1 -1
avg_F 93 1 1998 -1 -1 -1 -1 -1 -1
avg_F 94 1 1999 -1 -1 -1 -1 -1 -1
avg_F 95 1 2000 -1 -1 -1 -1 -1 -1
avg_F 96 1 2001 -1 -1 -1 -1 -1 -1
avg_F 97 1 2002 -1 -1 -1 -1 -1 -1
avg_F 98 1 2003 -1 -1 -1 -1 -1 -1
avg_F 99 1 2004 -1 -1 -1 -1 -1 -1
avg_F 100 1 2005 -1 -1 -1 -1 -1 -1
avg_F 101 1 2006 -1 -1 -1 -1 -1 -1
avg_F 102 1 2007 -1 -1 -1 -1 -1 -1
avg_F 103 1 2008 -1 -1 -1 -1 -1 -1
avg_F 104 1 2009 -1 -1 -1 -1 -1 -1
avg_F 105 1 2010 -1 -1 -1 -1 -1 -1
avg_F 106 1 2011 -1 -1 -1 -1 -1 -1
avg_F 107 1 2012 -1 -1 -1 -1 -1 -1
avg_F 108 1 2013 -1 -1 -1 -1 -1 -1
avg_F 109 1 2014 -1 -1 -1 -1 -1 -1
avg_F 110 1 2015 -1 -1 -1 -1 -1 -1
avg_F 111 1 2016 -1 -1 -1 -1 -1 -1
avg_F 112 1 2017 -1 -1 -1 -1 -1 -1
avg_F 113 1 2018 -1 -1 -1 -1 -1 -1
avg_log_F 114 1 1983 -1 -1 -1 -1 -1 -1
avg_log_F 115 1 1984 -1 -1 -1 -1 -1 -1
avg_log_F 116 1 1985 -1 -1 -1 -1 -1 -1
avg_log_F 117 1 1986 -1 -1 -1 -1 -1 -1
avg_log_F 118 1 1987 -1 -1 -1 -1 -1 -1
avg_log_F 119 1 1988 -1 -1 -1 -1 -1 -1
avg_log_F 120 1 1989 -1 -1 -1 -1 -1 -1
avg_log_F 121 1 1990 -1 -1 -1 -1 -1 -1
avg_log_F 122 1 1991 -1 -1 -1 -1 -1 -1
avg_log_F 123 1 1992 -1 -1 -1 -1 -1 -1
avg_log_F 124 1 1993 -1 -1 -1 -1 -1 -1
avg_log_F 125 1 1994 -1 -1 -1 -1 -1 -1
avg_log_F 126 1 1995 -1 -1 -1 -1 -1 -1
avg_log_F 127 1 1996 -1 -1 -1 -1 -1 -1
avg_log_F 128 1 1997 -1 -1 -1 -1 -1 -1
avg_log_F 129 1 1998 -1 -1 -1 -1 -1 -1
avg_log_F 130 1 1999 -1 -1 -1 -1 -1 -1
avg_log_F 131 1 2000 -1 -1 -1 -1 -1 -1
avg_log_F 132 1 2001 -1 -1 -1 -1 -1 -1
avg_log_F 133 1 2002 -1 -1 -1 -1 -1 -1
avg_log_F 134 1 2003 -1 -1 -1 -1 -1 -1
avg_log_F 135 1 2004 -1 -1 -1 -1 -1 -1
avg_log_F 136 1 2005 -1 -1 -1 -1 -1 -1
avg_log_F 137 1 2006 -1 -1 -1 -1 -1 -1
avg_log_F 138 1 2007 -1 -1 -1 -1 -1 -1
avg_log_F 139 1 2008 -1 -1 -1 -1 -1 -1
avg_log_F 140 1 2009 -1 -1 -1 -1 -1 -1
avg_log_F 141 1 2010 -1 -1 -1 -1 -1 -1
avg_log_F 142 1 2011 -1 -1 -1 -1 -1 -1
avg_log_F 143 1 2012 -1 -1 -1 -1 -1 -1
avg_log_F 144 1 2013 -1 -1 -1 -1 -1 -1
avg_log_F 145 1 2014 -1 -1 -1 -1 -1 -1
avg_log_F 146 1 2015 -1 -1 -1 -1 -1 -1
avg_log_F 147 1 2016 -1 -1 -1 -1 -1 -1
avg_log_F 148 1 2017 -1 -1 -1 -1 -1 -1
avg_log_F 149 1 2018 -1 -1 -1 -1 -1 -1
avg_sumF 150 1 1983 -1 -1 -1 -1 -1 -1
avg_sumF 151 1 1984 -1 -1 -1 -1 -1 -1
avg_sumF 152 1 1985 -1 -1 -1 -1 -1 -1
avg_sumF 153 1 1986 -1 -1 -1 -1 -1 -1
avg_sumF 154 1 1987 -1 -1 -1 -1 -1 -1
avg_sumF 155 1 1988 -1 -1 -1 -1 -1 -1
avg_sumF 156 1 1989 -1 -1 -1 -1 -1 -1
avg_sumF 157 1 1990 -1 -1 -1 -1 -1 -1
avg_sumF 158 1 1991 -1 -1 -1 -1 -1 -1
avg_sumF 159 1 1992 -1 -1 -1 -1 -1 -1
avg_sumF 160 1 1993 -1 -1 -1 -1 -1 -1
avg_sumF 161 1 1994 -1 -1 -1 -1 -1 -1
avg_sumF 162 1 1995 -1 -1 -1 -1 -1 -1
avg_sumF 163 1 1996 -1 -1 -1 -1 -1 -1
avg_sumF 164 1 1997 -1 -1 -1 -1 -1 -1
avg_sumF 165 1 1998 -1 -1 -1 -1 -1 -1
avg_sumF 166 1 1999 -1 -1 -1 -1 -1 -1
avg_sumF 167 1 2000 -1 -1 -1 -1 -1 -1
avg_sumF 168 1 2001 -1 -1 -1 -1 -1 -1
avg_sumF 169 1 2002 -1 -1 -1 -1 -1 -1
avg_sumF 170 1 2003 -1 -1 -1 -1 -1 -1
avg_sumF 171 1 2004 -1 -1 -1 -1 -1 -1
avg_sumF 172 1 2005 -1 -1 -1 -1 -1 -1
avg_sumF 173 1 2006 -1 -1 -1 -1 -1 -1
avg_sumF 174 1 2007 -1 -1 -1 -1 -1 -1
avg_sumF 175 1 2008 -1 -1 -1 -1 -1 -1
avg_sumF 176 1 2009 -1 -1 -1 -1 -1 -1
avg_sumF 177 1 2010 -1 -1 -1 -1 -1 -1
avg_sumF 178 1 2011 -1 -1 -1 -1 -1 -1
avg_sumF 179 1 2012 -1 -1 -1 -1 -1 -1
avg_sumF 180 1 2013 -1 -1 -1 -1 -1 -1
avg_sumF 181 1 2014 -1 -1 -1 -1 -1 -1
avg_sumF 182 1 2015 -1 -1 -1 -1 -1 -1
avg_sumF 183 1 2016 -1 -1 -1 -1 -1 -1
avg_sumF 184 1 2017 -1 -1 -1 -1 -1 -1
avg_sumF 185 1 2018 -1 -1 -1 -1 -1 -1
avg_log_sumF 186 1 1983 -1 -1 -1 -1 -1 -1
avg_log_sumF 187 1 1984 -1 -1 -1 -1 -1 -1
avg_log_sumF 188 1 1985 -1 -1 -1 -1 -1 -1
avg_log_sumF 189 1 1986 -1 -1 -1 -1 -1 -1
avg_log_sumF 190 1 1987 -1 -1 -1 -1 -1 -1
avg_log_sumF 191 1 1988 -1 -1 -1 -1 -1 -1
avg_log_sumF 192 1 1989 -1 -1 -1 -1 -1 -1
avg_log_sumF 193 1 1990 -1 -1 -1 -1 -1 -1
avg_log_sumF 194 1 1991 -1 -1 -1 -1 -1 -1
avg_log_sumF 195 1 1992 -1 -1 -1 -1 -1 -1
avg_log_sumF 196 1 1993 -1 -1 -1 -1 -1 -1
avg_log_sumF 197 1 1994 -1 -1 -1 -1 -1 -1
avg_log_sumF 198 1 1995 -1 -1 -1 -1 -1 -1
avg_log_sumF 199 1 1996 -1 -1 -1 -1 -1 -1
avg_log_sumF 200 1 1997 -1 -1 -1 -1 -1 -1
avg_log_sumF 201 1 1998 -1 -1 -1 -1 -1 -1
avg_log_sumF 202 1 1999 -1 -1 -1 -1 -1 -1
avg_log_sumF 203 1 2000 -1 -1 -1 -1 -1 -1
avg_log_sumF 204 1 2001 -1 -1 -1 -1 -1 -1
avg_log_sumF 205 1 2002 -1 -1 -1 -1 -1 -1
avg_log_sumF 206 1 2003 -1 -1 -1 -1 -1 -1
avg_log_sumF 207 1 2004 -1 -1 -1 -1 -1 -1
avg_log_sumF 208 1 2005 -1 -1 -1 -1 -1 -1
avg_log_sumF 209 1 2006 -1 -1 -1 -1 -1 -1
avg_log_sumF 210 1 2007 -1 -1 -1 -1 -1 -1
avg_log_sumF 211 1 2008 -1 -1 -1 -1 -1 -1
avg_log_sumF 212 1 2009 -1 -1 -1 -1 -1 -1
avg_log_sumF 213 1 2010 -1 -1 -1 -1 -1 -1
avg_log_sumF 214 1 2011 -1 -1 -1 -1 -1 -1
avg_log_sumF 215 1 2012 -1 -1 -1 -1 -1 -1
avg_log_sumF 216 1 2013 -1 -1 -1 -1 -1 -1
avg_log_sumF 217 1 2014 -1 -1 -1 -1 -1 -1
avg_log_sumF 218 1 2015 -1 -1 -1 -1 -1 -1
avg_log_sumF 219 1 2016 -1 -1 -1 -1 -1 -1
avg_log_sumF 220 1 2017 -1 -1 -1 -1 -1 -1
avg_log_sumF 221 1 2018 -1 -1 -1 -1 -1 -1
hist_SSB 222 1 1983 -1 -1 -1 -1 -1 -1
hist_SSB 223 1 1984 -1 -1 -1 -1 -1 -1
hist_SSB 224 1 1985 -1 -1 -1 -1 -1 -1
hist_SSB 225 1 1986 -1 -1 -1 -1 -1 -1
hist_SSB 226 1 1987 -1 -1 -1 -1 -1 -1
hist_SSB 227 1 1988 -1 -1 -1 -1 -1 -1
hist_SSB 228 1 1989 -1 -1 -1 -1 -1 -1
hist_SSB 229 1 1990 -1 -1 -1 -1 -1 -1
hist_SSB 230 1 1991 -1 -1 -1 -1 -1 -1
hist_SSB 231 1 1992 -1 -1 -1 -1 -1 -1
hist_SSB 232 1 1993 -1 -1 -1 -1 -1 -1
hist_SSB 233 1 1994 -1 -1 -1 -1 -1 -1
hist_SSB 234 1 1995 -1 -1 -1 -1 -1 -1
hist_SSB 235 1 1996 -1 -1 -1 -1 -1 -1
hist_SSB 236 1 1997 -1 -1 -1 -1 -1 -1
hist_SSB 237 1 1998 -1 -1 -1 -1 -1 -1
hist_SSB 238 1 1999 -1 -1 -1 -1 -1 -1
hist_SSB 239 1 2000 -1 -1 -1 -1 -1 -1
hist_SSB 240 1 2001 -1 -1 -1 -1 -1 -1
hist_SSB 241 1 2002 -1 -1 -1 -1 -1 -1
hist_SSB 242 1 2003 -1 -1 -1 -1 -1 -1
hist_SSB 243 1 2004 -1 -1 -1 -1 -1 -1
hist_SSB 244 1 2005 -1 -1 -1 -1 -1 -1
hist_SSB 245 1 2006 -1 -1 -1 -1 -1 -1
hist_SSB 246 1 2007 -1 -1 -1 -1 -1 -1
hist_SSB 247 1 2008 -1 -1 -1 -1 -1 -1
hist_SSB 248 1 2009 -1 -1 -1 -1 -1 -1
hist_SSB 249 1 2010 -1 -1 -1 -1 -1 -1
hist_SSB 250 1 2011 -1 -1 -1 -1 -1 -1
hist_SSB 251 1 2012 -1 -1 -1 -1 -1 -1
hist_SSB 252 1 2013 -1 -1 -1 -1 -1 -1
hist_SSB 253 1 2014 -1 -1 -1 -1 -1 -1
hist_SSB 254 1 2015 -1 -1 -1 -1 -1 -1
hist_SSB 255 1 2016 -1 -1 -1 -1 -1 -1
hist_SSB 256 1 2017 -1 -1 -1 -1 -1 -1
hist_SSB 257 1 2018 -1 -1 -1 -1 -1 -1
hist_log_SSB 258 1 1983 -1 -1 -1 -1 -1 -1
hist_log_SSB 259 1 1984 -1 -1 -1 -1 -1 -1
hist_log_SSB 260 1 1985 -1 -1 -1 -1 -1 -1
hist_log_SSB 261 1 1986 -1 -1 -1 -1 -1 -1
hist_log_SSB 262 1 1987 -1 -1 -1 -1 -1 -1
hist_log_SSB 263 1 1988 -1 -1 -1 -1 -1 -1
hist_log_SSB 264 1 1989 -1 -1 -1 -1 -1 -1
hist_log_SSB 265 1 1990 -1 -1 -1 -1 -1 -1
hist_log_SSB 266 1 1991 -1 -1 -1 -1 -1 -1
hist_log_SSB 267 1 1992 -1 -1 -1 -1 -1 -1
hist_log_SSB 268 1 1993 -1 -1 -1 -1 -1 -1
hist_log_SSB 269 1 1994 -1 -1 -1 -1 -1 -1
hist_log_SSB 270 1 1995 -1 -1 -1 -1 -1 -1
hist_log_SSB 271 1 1996 -1 -1 -1 -1 -1 -1
hist_log_SSB 272 1 1997 -1 -1 -1 -1 -1 -1
hist_log_SSB 273 1 1998 -1 -1 -1 -1 -1 -1
hist_log_SSB 274 1 1999 -1 -1 -1 -1 -1 -1
hist_log_SSB 275 1 2000 -1 -1 -1 -1 -1 -1
hist_log_SSB 276 1 2001 -1 -1 -1 -1 -1 -1
hist_log_SSB 277 1 2002 -1 -1 -1 -1 -1 -1
hist_log_SSB 278 1 2003 -1 -1 -1 -1 -1 -1
hist_log_SSB 279 1 2004 -1 -1 -1 -1 -1 -1
hist_log_SSB 280 1 2005 -1 -1 -1 -1 -1 -1
hist_log_SSB 281 1 2006 -1 -1 -1 -1 -1 -1
hist_log_SSB 282 1 2007 -1 -1 -1 -1 -1 -1
hist_log_SSB 283 1 2008 -1 -1 -1 -1 -1 -1
hist_log_SSB 284 1 2009 -1 -1 -1 -1 -1 -1
hist_log_SSB 285 1 2010 -1 -1 -1 -1 -1 -1
hist_log_SSB 286 1 2011 -1 -1 -1 -1 -1 -1
hist_log_SSB 287 1 2012 -1 -1 -1 -1 -1 -1
hist_log_SSB 288 1 2013 -1 -1 -1 -1 -1 -1
hist_log_SSB 289 1 2014 -1 -1 -1 -1 -1 -1
hist_log_SSB 290 1 2015 -1 -1 -1 -1 -1 -1
hist_log_SSB 291 1 2016 -1 -1 -1 -1 -1 -1
hist_log_SSB 292 1 2017 -1 -1 -1 -1 -1 -1
hist_log_SSB 293 1 2018 -1 -1 -1 -1 -1 -1
term_N_next 294 1 2019 1 -1 0  -1 -1 -1
term_N_next 295 1 2019 1 -1 1  -1 -1 -1
term_N_next 296 1 2019 1 -1 2  -1 -1 -1
term_N_next 297 1 2019 1 -1 3  -1 -1 -1
term_N_next 298 1 2019 1 -1 4  -1 -1 -1
term_logN_next 299 1 2019 1 -1 0  -1 -1 -1
term_logN_next 300 1 2019 1 -1 1  -1 -1 -1
term_logN_next 301 1 2019 1 -1 2  -1 -1 -1
term_logN_next 302 1 2019 1 -1 3  -1 -1 -1
term_logN_next 303 1 2019 1 -1 4  -1 -1 -1
next_SSB 304 1 2019 1 -1 -1 -1 -1 -1
next_log_SSB 305 1 2019 1 -1 -1 -1 -1 -1
rec_sd 306 1 1983 2 -1 0 -1 -1 -1
rec_sd 307 1 1984 2 -1 0 -1 -1 -1
rec_sd 308 1 1985 2 -1 0 -1 -1 -1
rec_sd 309 1 1986 2 -1 0 -1 -1 -1
rec_sd 310 1 1987 2 -1 0 -1 -1 -1
rec_sd 311 1 1988 2 -1 0 -1 -1 -1
rec_sd 312 1 1989 2 -1 0 -1 -1 -1
rec_sd 313 1 1990 2 -1 0 -1 -1 -1
rec_sd 314 1 1991 2 -1 0 -1 -1 -1
rec_sd 315 1 1992 2 -1 0 -1 -1 -1
rec_sd 316 1 1993 2 -1 0 -1 -1 -1
rec_sd 317 1 1994 2 -1 0 -1 -1 -1
rec_sd 318 1 1995 2 -1 0 -1 -1 -1
rec_sd 319 1 1996 2 -1 0 -1 -1 -1
rec_sd 320 1 1997 2 -1 0 -1 -1 -1
rec_sd 321 1 1998 2 -1 0 -1 -1 -1
rec_sd 322 1 1999 2 -1 0 -1 -1 -1
rec_sd 323 1 2000 2 -1 0 -1 -1 -1
rec_sd 324 1 2001 2 -1 0 -1 -1 -1
rec_sd 325 1 2002 2 -1 0 -1 -1 -1
rec_sd 326 1 2003 2 -1 0 -1 -1 -1
rec_sd 327 1 2004 2 -1 0 -1 -1 -1
rec_sd 328 1 2005 2 -1 0 -1 -1 -1
rec_sd 329 1 2006 2 -1 0 -1 -1 -1
rec_sd 330 1 2007 2 -1 0 -1 -1 -1
rec_sd 331 1 2008 2 -1 0 -1 -1 -1
rec_sd 332 1 2009 2 -1 0 -1 -1 -1
rec_sd 333 1 2010 2 -1 0 -1 -1 -1
rec_sd 334 1 2011 2 -1 0 -1 -1 -1
rec_sd 335 1 2012 2 -1 0 -1 -1 -1
rec_sd 336 1 2013 2 -1 0 -1 -1 -1
rec_sd 337 1 2014 2 -1 0 -1 -1 -1
rec_sd 338 1 2015 2 -1 0 -1 -1 -1
rec_sd 339 1 2016 2 -1 0 -1 -1 -1
rec_sd 340 1 2017 2 -1 0 -1 -1 -1
rec_sd 341 1 2018 2 -1 0 -1 -1 -1
log_recsd 342 1 1983 2 -1 0 -1 -1 -1
log_recsd 343 1 1984 2 -1 0 -1 -1 -1
log_recsd 344 1 1985 2 -1 0 -1 -1 -1
log_recsd 345 1 1986 2 -1 0 -1 -1 -1
log_recsd 346 1 1987 2 -1 0 -1 -1 -1
log_recsd 347 1 1988 2 -1 0 -1 -1 -1
log_recsd 348 1 1989 2 -1 0 -1 -1 -1
log_recsd 349 1 1990 2 -1 0 -1 -1 -1
log_recsd 350 1 1991 2 -1 0 -1 -1 -1
log_recsd 351 1 1992 2 -1 0 -1 -1 -1
log_recsd 352 1 1993 2 -1 0 -1 -1 -1
log_recsd 353 1 1994 2 -1 0 -1 -1 -1
log_recsd 354 1 1995 2 -1 0 -1 -1 -1
log_recsd 355 1 1996 2 -1 0 -1 -1 -1
log_recsd 356 1 1997 2 -1 0 -1 -1 -1
log_recsd 357 1 1998 2 -1 0 -1 -1 -1
log_recsd 358 1 1999 2 -1 0 -1 -1 -1
log_recsd 359 1 2000 2 -1 0 -1 -1 -1
log_recsd 360 1 2001 2 -1 0 -1 -1 -1
log_recsd 361 1 2002 2 -1 0 -1 -1 -1
log_recsd 362 1 2003 2 -1 0 -1 -1 -1
log_recsd 363 1 2004 2 -1 0 -1 -1 -1
log_recsd 364 1 2005 2 -1 0 -1 -1 -1
log_recsd 365 1 2006 2 -1 0 -1 -1 -1
log_recsd 366 1 2007 2 -1 0 -1 -1 -1
log_recsd 367 1 2008 2 -1 0 -1 -1 -1
log_recsd 368 1 2009 2 -1 0 -1 -1 -1
log_recsd 369 1 2010 2 -1 0 -1 -1 -1
log_recsd 370 1 2011 2 -1 0 -1 -1 -1
log_recsd 371 1 2012 2 -1 0 -1 -1 -1
log_recsd 372 1 2013 2 -1 0 -1 -1 -1
log_recsd 373 1 2014 2 -1 0 -1 -1 -1
log_recsd 374 1 2015 2 -1 0 -1 -1 -1
log_recsd 375 1 2016 2 -1 0 -1 -1 -1
log_recsd 376 1 2017 2 -1 0 -1 -1 -1
log_recsd 377 1 2018 2 -1 0 -1 -1 -1
GMminOne 378 1 2019 1 -1 0  -1 -1 -1
